id,Title,Content,Date,Permalink,Categories,Tags
117,"Physik Aufgabe 4 für Klasse 9B","Hier die  <a title=""Lösung zu Aufgabe 4"" href=""http://hofkoh.de/wp-content/uploads/2015/01/solution4.pdf"">Lösung zu Aufgabe 4</a>, etwas ausführlicher. Montag bringe ich euch noch eine Kopie vorbei.<a href=""http://hofkoh.de/wp-content/uploads/2015/01/solution4.jpg""><img class="" size-large wp-image-120 aligncenter"" src=""http://hofkoh.de/wp-content/uploads/2015/01/solution4-770x1024.jpg"" alt=""solution4"" width=""474"" height=""630"" /></a>

Formeln und Werte von der Rückseite des Testes, werden bei der Arbeit auch zur Verfügung stehen.",2015-01-10,https://saiht.de/blog/2015/01/10/physik-aufgabe-4-fuer-klasse-9b/,Schule,Physikunterricht
123,"Didacta 2015 - Das digitale Klassenzimmer","Neue Medien eröffnen immer wieder neue Möglichkeiten, sind aber auch gleichzeitig mit Gefahren verbunden. Da wäre der Buchdruck mit beweglichen Lettern im 16. Jahrhundert und schwarzer Listen der katholischen Kirche als auch einem Buchdruckverbot im Osmanischen Reich. Das Fernsehen ermöglicht ein Telekolleg und mit Sprachlabors kann man Sprachen viel besser lernen. Im 21. Jahrhundert ist dann alles digital:

<a href=""http://hofkoh.de/wp-content/uploads/2015/02/IMG_5082.jpg""><img class=""aligncenter size-large wp-image-124"" src=""http://hofkoh.de/wp-content/uploads/2015/02/IMG_5082-1024x768.jpg"" alt=""IMG_5082"" width=""474"" height=""356"" /></a>Natürlich sind alle Schüler begeistert, wenn jeder sein persönliches iPad erhält. Aber lernen sie damit besser? Schneller? Verstehen sie es deshalb? Bringt ein Smartboard den gewünschten Kompetenzzuwachs? Zumindest Samsung ist davon überzeugt:

<a href=""http://hofkoh.de/wp-content/uploads/2015/02/IMG_5080.jpg""><img class=""aligncenter size-large wp-image-125"" src=""http://hofkoh.de/wp-content/uploads/2015/02/IMG_5080-1024x768.jpg"" alt=""IMG_5080"" width=""474"" height=""356"" /></a>

Die Zukunft und eigene Experimente werden zeigen, welche Auswirkungen die neuen Technologien haben. Zumindest kann man zum Beispiel ein Michelson-Interferrometer mit Lego und einem grünen Laser aufbauen:

<a href=""http://hofkoh.de/wp-content/uploads/2015/02/IMG_5075.jpg""><img class="" size-thumbnail wp-image-126 alignnone"" src=""http://hofkoh.de/wp-content/uploads/2015/02/IMG_5075-150x150.jpg"" alt=""IMG_5075"" width=""150"" height=""150"" /></a> <a href=""http://hofkoh.de/wp-content/uploads/2015/02/IMG_5076.jpg""><img class="" wp-image-127 size-thumbnail alignnone"" src=""http://hofkoh.de/wp-content/uploads/2015/02/IMG_5076-150x150.jpg"" alt=""IMG_5076"" width=""150"" height=""150"" /></a> <a href=""http://hofkoh.de/wp-content/uploads/2015/02/IMG_5079.jpg""><img class="" wp-image-128 size-thumbnail alignnone"" src=""http://hofkoh.de/wp-content/uploads/2015/02/IMG_5079-150x150.jpg"" alt=""IMG_5079"" width=""150"" height=""150"" /></a>

&nbsp;

Außerdem gibt es ja noch Stellenangebote im Ausland. Es werden viele Schulleiter gesucht:

<a href=""http://hofkoh.de/wp-content/uploads/2015/02/IMG_5085.jpg""><img class=""aligncenter wp-image-129 size-large"" src=""http://hofkoh.de/wp-content/uploads/2015/02/IMG_5085-808x1024.jpg"" alt=""IMG_5085"" width=""474"" height=""601"" /></a>

&nbsp;

&nbsp;",2015-02-26,https://saiht.de/blog/2015/02/27/didacta-2015-das-digitale-klassenzimmer/,Schule,"Bildung|neue Technologien"
131,"erste Datenbank, erstes Wordpress-Blog","Heute habe ich einen ersten Versuch unternommen, ein Wordpress-Blog im Internet zu starten. Auf der Seite <a href=""http://united-domains.org/"">united-domains.org</a> gab es einen kostenlosen Gigabyte und Scriptunterstützung sowie eine Datenbank. Zum Glück ist Wordpress innerhalb von 5 Minuten installiert, nach Anleitung habe sogar ich das geschafft.

Leider wird es nur etwas mehr als ein Jahr laufen. Immerhin bin ich schon Nutzer web2889, das war wohl etwas viel für den Server. Aber um Erfahrungen zu sammeln ist es recht praktisch. Die statische Seite auf<a href=""http://saiht.de/"">saiht.de</a> läuft immerhin schon seit 1999. Und sie wird wohl statisch bleiben. Zehn Jahre später startet saiht.org auf Joomla! als CMS voll dynamisch.",2006-07-15,https://saiht.de/blog/2006/07/15/erste-datenbank-erstes-wordpress-blog/,Projects,Projekte|website|wordpress
132,"Reaktionsschema nach Passig","Die Journalistin Kathrin Passig hat in ihrem Buch ""<a href=""http://www.eurozine.com/articles/2009-12-01-passig-de.html"">Standardsituationen der Technologiekritik</a>"" eine kleine Liste an Reaktionen aufgelistet:
<ol>
 	<li>Wofür soll das bitte gut sein?</li>
 	<li>Das braucht doch kein Mensch.</li>
 	<li>Die Einzigen, die das wollen, sind zweifelhafte oder privilegierte Minderheiten.</li>
 	<li>Das ist ja nur eine Modeerscheinung.</li>
 	<li>Die Innovation verändert überhaupt nichts.</li>
 	<li>Die Neuerung ist zwar ganz gut, aber nicht gut genug.</li>
 	<li>Sie stürzt schwache Charaktere ins Verderben.</li>
 	<li>Man wird ungefragt mit dieser Neuerung konfrontiert.</li>
 	<li>Sie verändert unsere Denk-, Schreib- und Lesetechniken zum Schlechteren.</li>
</ol>
Das passt zu der Idee, an unserer Schule für alle Schüler einer Jahrgangsstufe ein iPad einzuführen. Als Ersatz für die Schulbücher und den Grafischen Taschenrechner (GTR). Als Hilfsmittel zum Erstellen von Dokumentationen und Präsentationen. Als Nachschlagemittel mit Internetzugang. Und so weiter ...

Einige Argumente könnte ich mir für meine Phrasendreschmaschine ausleihen. Passen bestimmt auch zu anderen Situationen oder zur <a href=""http://de.wikipedia.org/wiki/Eristische_Dialektik"">Eristischen Dialektik</a> (oder Die Kunst Recht zu behalten) von Arthur Schopenhauer.",2015-04-29,https://saiht.de/blog/2015/04/29/reaktionsschema-nach-passig/,Schule,"Bildung|neue Technologien"
135,"Musteraufgaben Mathematik 7","Heute haben wir die <a href=""http://hofkoh.de/wp-content/uploads/2015/06/20150601-Musteraufgaben.pdf"">Musteraufgaben zum Thema Prismen</a> im Unterricht begonnen zu rechnen, einige sind mit der Rechnung auch innerhalb von 40 Minuten fertig geworden. Hier ist die <a href=""http://hofkoh.de/wp-content/uploads/2015/06/Musterlösung_Prismen_Mathematik7.pdf"">Lösung als pdf</a> sowie als JPEG der <a href=""http://hofkoh.de/wp-content/uploads/2015/06/Prismen1.jpg"">Vorderseite</a> und <a href=""http://hofkoh.de/wp-content/uploads/2015/06/Prismen2.jpg"">Rückseite</a>.
<p style=""text-align: center;""><img class=""wp-image-138 size-medium alignnone"" src=""http://hofkoh.de/wp-content/uploads/2015/06/Prismen1-212x300.jpg"" alt=""Prismen1"" width=""212"" height=""300"" /> <img class=""alignnone wp-image-139 size-medium"" src=""http://hofkoh.de/wp-content/uploads/2015/06/Prismen2-212x300.jpg"" alt=""Prismen2"" width=""212"" height=""300"" />,</p>
Michel meint, die Rechnung zu 2a) wäre falsch. Tatsächlich?",2015-06-01,https://saiht.de/blog/2015/06/01/musteraufgaben-mathematik-7/,Schule,Bildung|Mathematik
142,"wieder online","Nach eher durchwachsenen Erfahrungen mit evanzo bin ich seit einer Woche bei webnet-service.de gehostet. Endlich ist es daher möglich, die subdomain für mein blog direkt einzugeben: saiht.de/blog/ - und diese Seiten zu sehen. Mitlerweile ermöglichst wordpress ein Backup der Datenbank, damit sollten alle Einträge nicht noch einmal verlorengehen. Genau das ist Anfang 2008 geschehen - und die Motivation für zwei Jahre auf Null gesunken. Wahrscheinlich trage ich auch einige Daten nach.",2010-02-15,https://saiht.de/blog/2010/02/15/wieder-online/,Leisure,website|wordpress
146,"Medienkonsum die Zweite","Natürlich kann man sehr viel Zeit mit Kinofilmen verbringen, aber das ist nichts im Vergleich zu Serien, Soaps, Dokus, Animes und Zeichentrickfilmen im Fernsehen. Passend zum alten Projekt habe ich also eine erste Liste mit 192 Serien der vergangenen Jahre aufgestellt. Solltet Ihr meinen, dass eine wichtige Serie fehlt, dann schreibt es einfach in den Kommentar, es wird aktualisiert. So sind aber schon mal 129139 Episoden enthalten, also 92462 Stunden Unterhaltung. Man bräuchte 10 1/2  Jahre, um alle Episoden ohne Unterbrechung hintereinander zu schauen. <a href=""http://hofkoh.de/wp-content/uploads/2015/06/SerienTV2015-3.xlsx"">Hier ist die Liste</a>.

Auch die alte Liste mit Kinofilmen habe ich aktualisiert, sie enthält jetzt 4000 Filme bis 2015: <a href=""http://hofkoh.de/wp-content/uploads/2015/06/Filme2015-1.xlsx"">Datei als XLSX</a>.

Ganz will ich die Listen aber nicht vervollständigen. Das hat auch mit dem inflationären Anzahl von Serien zu tun, welches durch Eigenproduktionen von Netflix, Amazon und watchever noch beschleunigt wird. Dazu ein Detail aus Wikipedia zu Serien, die einen eigenen Artikeln haben:
<ul>
 	<li>1940er - 3 Serien</li>
 	<li>1950er - 67 Serien</li>
 	<li>1960er - 239 Serien</li>
 	<li>1970er - 402 Serien</li>
 	<li>1980er - 626 Serien</li>
 	<li>1990er - 931 Serien</li>
 	<li>2000er - 1671 Serien</li>
 	<li>2010er - erst 1422 Serien, aber es bleiben noch 5 Jahre ...</li>
</ul>
Soweit zu Filmen und Serien. Jetzt fehlt noch eine Liste mit Computerspielen. Ob hier jemand noch einen <a href=""http://de.wikipedia.org/wiki/Sinclair_ZX81"">ZX81</a>, Atari 600XL oder <a href=""http://de.wikipedia.org/wiki/Kleincomputer_KC_85/2-4"">KC 85/3</a> kennt? Und dann Konsolen, PS3, PS4, XBOX, iPod touch, Android und iPhone und Tablets - es wird endlos! Nicht zu vergessen den PC und Prince of Persia auf einem 286er mit 20MHz.

&nbsp;",2015-06-08,https://saiht.de/blog/2015/06/09/medienkonsum-die-zweite/,Projects,Freizeit
157,"Wetter live: Blitze","Bei meinem Besuch im Ruhrgebiet machte mich ein Geograph, der hobbymaßig auch Meteorologe ist auf folgende Seite aufmerksam: <a href=""http://blitzortung.org/"">http://blitzortung.org/ </a>. Das Gewitter vom 14. August sieht dann so aus:<a href=""http://hofkoh.de/wp-content/uploads/2015/08/blitzortung.org1_.png"">
</a><a href=""http://hofkoh.de/wp-content/uploads/2015/08/blitzortung.org1_.png""><img class=""aligncenter wp-image-159 size-full"" src=""http://hofkoh.de/wp-content/uploads/2015/08/blitzortung.org2_.png"" alt=""blitzortung.org2"" width=""300"" height=""300"" /></a>

Für das gesamte Gebiet Deutschlands sieht es dann wie folgt aus. <a href=""http://hofkoh.de/wp-content/uploads/2015/08/blitzortung.org3_.png""><img class=""alignleft wp-image-160 size-thumbnail"" src=""http://hofkoh.de/wp-content/uploads/2015/08/blitzortung.org3_-150x150.png"" alt=""blitzortung.org3"" width=""150"" height=""150"" /></a>Rechts noch eine Anzeige, welche Stationen zur Ortung beigetragen haben.<a href=""http://hofkoh.de/wp-content/uploads/2015/08/blitzortung.org1_.png""><img class=""alignright wp-image-158 size-thumbnail"" src=""http://hofkoh.de/wp-content/uploads/2015/08/blitzortung.org1_-150x150.png"" alt=""blitzortung.org1"" width=""150"" height=""150"" /></a>

Man kann unser Gewitter also noch in Belgien, Polen, Norwegen, Finnland und Dänemark messen.",2015-08-14,https://saiht.de/blog/2015/08/15/wetter-live-blitze/,Projects,Internet|Physik
163,"Revolution in der Bildung?","Der Titel klingt ein wenig reißerisch, aber in dieser Form werden ja immer wieder Neuerungen im Bildungsbereich - meist technischer Natur - beschrieben. Und das schon seit 100 Jahren. Das Ergebnis hat <a href=""https://www.youtube.com/channel/UCHnyfMqiRRG1u-2MsSQLbXA"">Veritasium</a> auf englisch einmal zusammengefasst:

https://www.youtube.com/watch?v=GEmuEWjHr5c

Will heißen: Man lernt aufgrund des sozialen Umfeldes, also einigen Gleichgesinnten (Gleichaltrigen) und einem Moderator (Lehrer). Das Medium oder die Art der Präsentation ist weit weniger wichtig.

Ach ja, Veritasium beantwortet viele Fragen wie ""<a href=""https://www.youtube.com/watch?v=c6wuh0NRG1s"">Ist Glas eine Flüssigkeit?</a>"" oder ""<a href=""https://www.youtube.com/watch?v=wU5XkhUGzBs"">Verursachen Handys Gehirntumore?</a>"" oder ""<a href=""https://www.youtube.com/watch?v=OWXoRSIxyIU"">Gibt es überhaupt eine von Menschen verursachte globale Erwärmung</a>?"" oder auch ""<a href=""https://youtu.be/lL2e0rWvjKI"">Ist man morgens leichter als abends?</a>"" Sie gehen auch der Frage eines echten freien Willens nach, wenn doch alles um uns herum den Gesetzen der Natur folgt und jene berechenbar sind. <a href=""https://www.youtube.com/watch?v=sMb00lz-IfE"">Die Antwort</a> hat mit Information, Entropie und Quantenmechanik zu tun :-)

Aber Vorsicht: Mitunter liegt man mit seiner Antwort <a href=""https://www.youtube.com/watch?v=cY_o4A1wzsg"">deutlich daneben</a>. Nur ist das ja auch die Absicht von <a href=""https://en.wikipedia.org/wiki/Derek_Muller"">Derek Muller</a>. Ein Ergebnis seiner Doktorarbeit war, dass man auf diese Weise den größten Lerneffekt erzielt:

https://www.youtube.com/watch?v=AcX3IW00nuk

Und falls es mal still ist: Hoffentlich <a href=""https://www.youtube.com/watch?v=mXVGIb3bzHI"">werdet ihr nicht verrückt</a>!",2015-11-12,https://saiht.de/blog/2015/11/12/revolution-in-der-bildung/,Schule,"Bildung|neue Technologien|Physikunterricht|Youtube"
165,"Die eigene Cloud","Ich sitze im Bus vom Flughafen Keflavik auf Island in Richtung Hauptstadt Reykjavik und entsinne mich an eine Tour durch die Berge des Kaukasus im Jahre 2010. An einer Stelle in Georgien sind wir auf abenteuerlichen Straßen einen Pass hinaufgefahren. Aufgrund der schlechten Straßenverhältnisse (trotz Empfehlung der ADAC-Straßenkarte) dauerte die Fahrt eine halben Tag. Ich fragte mich also, wie hoch dieser Pass wohl war. Kein Problem im Jahre 2015! Der Bus hat (natürlich) freies WLAN. Mit meinem Ipad Air verbinde ich mich mit meiner Synology DS215j in Hofkoh. Darauf sind unter anderem all meine digitalen Fotos (etwa 59000) sortiert gespeichert und ich finde schnell ein passendes Exemplar:

<a href=""http://hofkoh.de/wp-content/uploads/2015/11/Georgien2010_1.jpg""><img class=""aligncenter wp-image-167 size-medium"" src=""http://hofkoh.de/wp-content/uploads/2015/11/Georgien2010_1-300x225.jpg"" alt=""Georgien2010_1"" width=""300"" height=""225"" /></a>

Ein wenig in das Bild gezoomt und die 2025 Meter werden sichtbar:

<a href=""http://hofkoh.de/wp-content/uploads/2015/11/Georgien2010_2.jpg""><img class=""aligncenter size-medium wp-image-168"" src=""http://hofkoh.de/wp-content/uploads/2015/11/Georgien2010_2-300x196.jpg"" alt=""Georgien2010_2"" width=""300"" height=""196"" /></a>

Eigentlich also doch gar nicht so viel. Begeisternd hieran ist vielmehr, wie man auch Tausende Kilometer von zu Hause entfernt Zugriff auf seine Dokumente hat - in einem Bus!",2015-08-24,https://saiht.de/blog/2015/08/24/die-eigene-cloud/,Projects,"Internet|neue Technologien"
171,"Globalisierung für Privatkunden","Ich sitze hier in <a href=""https://www.google.de/maps/@65.6393467,-16.869159,6706m/data=!3m1!1e3"">Hverir, Island</a>, in einem Café und denke über die Erweiterung meiner digitalen Spiegelreflexkamera durch einen Kabelfernauslöser nach.

<a href=""http://hofkoh.de/wp-content/uploads/2015/08/Globalisation.jpg""><img class=""aligncenter wp-image-174 size-large"" src=""http://hofkoh.de/wp-content/uploads/2015/08/Globalisation-1024x571.jpg"" alt=""Globalisation"" width=""840"" height=""468"" /></a>Schwups mit dem iPad das Internet durchsucht und einen Anbieter in China gefunden. Bestellt und über Luxemburg (PayPal) bezahlt wird es mir in ein paar Tagen nach Niedersachsen geliefert. So sehr ist die Welt mittlerweile zu einem Dorf zusammengewachsen.",2015-08-30,https://saiht.de/blog/2015/08/30/globalisierung-fuer-privatkunden/,Projects|Travel,"Internet|neue Technologien"
182,"Physik 10. Klasse","Hier einmal ein paar Videos von Veritasium zum Thema Dynamik, Masse, Gewicht, Kraft, Beschleunigung, Bewegung usw:
<ul>
 	<li><a href=""https://www.youtube.com/watch?v=_Z0X0yE8Ioc"">Unterschied zwischen Masse und Gewicht</a></li>
 	<li><a href=""https://www.youtube.com/watch?v=oBdalzRJR5g"">Fällt ein schweres Objekt schneller?</a></li>
 	<li><a href=""https://www.youtube.com/watch?v=_mCC-68LyZM"">Falsche Vorstellung zu fallenden Gegenständen</a></li>
 	<li><a href=""https://www.youtube.com/watch?v=Yf0BN0kq7OU"">Falsche Newtonsche Gesetze</a></li>
 	<li><a href=""https://www.youtube.com/watch?v=8bTdMmNZm2M"">Drittes Newtonsches Gesetz</a></li>
 	<li><a href=""https://www.youtube.com/watch?v=WwmJ5nMmigQ"">Wissenschaftliche Notation</a></li>
</ul>",2015-11-06,https://saiht.de/blog/2015/11/06/physik-10-klasse/,Schule,Eichenschule|Musteraufgaben|Physik
184,"360° VR Video","Seit Anfang des Jahres gibt es bei YouTube auch Videos mit 360° Rundumblick. Zum aktuellen Thema der Flüchtlinge hat die New York Times einen Film erstellt Unter den 60 Millionen Flüchtlingen weltweit sind 30 Millionen Kindern. Drei Einzelschicksale aus Syrien, der Ukraine und dem Sudan verdeutlichen die Situation:

https://www.youtube.com/watch?v=ecavbpCuvkI&ebc=ANyPxKpPP9EcVH88PiDfRO-7EX_89xhCT8fObQzJq2mS5U3IXcc7hX0QCBsvNWB_SVG0kw1wN75h1cAvSKmd6iuyX-Av7d__SA

Auf einem Tablet oder Smartphone wird die Umgebung durch drehen und schwenken des Tablets erfahrbar.",2015-10-15,https://saiht.de/blog/2015/10/15/360-grad-video/,Schule,Youtube
189,"Kinematik - Physik 10","Aufgaben zur Bewegungslehre wiederholen sich jedes Jahr in den 10. Klassen der Gymnasien. Allgemein haben wir nur die gleichförmige Bewegung und die gleichmäßig beschleunigte Bewegung. Hier ein paar Aufgaben aus 2013 mit Lösung:
<ul>
 	<li><a href=""http://hofkoh.de/wp-content/uploads/2015/11/20131213_Vorbereitungsaufgaben_10c.pdf"">Aufgaben 13.12.2013</a></li>
 	<li><a href=""http://hofkoh.de/wp-content/uploads/2015/11/20131213_Musterloesung.pdf"">Musterlösung 13.12.2013</a></li>
</ul>
Herbst 2015 kamen 6 weitere Aufgaben hinzu, die fünfte Aufgabe sollte als Hausaufgabe gelöst werden. Besprechung erfolgt am 16. 11. in der 7. Stunde und am 19.11. in der 7. Stunde. Die Klausur wird am 20.11. geschrieben.
<ul>
 	<li><a href=""http://hofkoh.de/wp-content/uploads/2015/11/20151106-Musteraufgaben_Überholen.pdf"">Aufgaben 06.11.2015</a></li>
 	<li><a href=""http://hofkoh.de/wp-content/uploads/2015/11/Lösung1-3.pdf"">Lösung 1 - 3</a>  sowie <a href=""http://hofkoh.de/wp-content/uploads/2015/11/Lösung4-5.pdf"">4 und 5</a></li>
</ul>",2015-11-16,https://saiht.de/blog/2015/11/16/kinematik-physik-10/,Schule,Musteraufgaben|Physikunterricht
194,"Regenparty Hofkoh","<a href=""http://hofkoh.de/wp-content/uploads/2015/11/IMG_5251.jpg""><img class=""alignright size-medium wp-image-195"" src=""http://hofkoh.de/wp-content/uploads/2015/11/IMG_5251-225x300.jpg"" alt=""IMG_5251"" width=""225"" height=""300"" /></a>Mit dem Baumhaus geht es konstant vorwärts, die Rückwand ist jetzt schon dran und Dach weitgehend fertig:

Die hintere Hälfte soll einmal vier Wände und eine Tür erhalten, damit es tatsächlich so etwas wie ein Haus wird. Eine Couch zum Übernachten hat der Nachbar schon zur Verfügung gestellt. Da sich der Baum mit dem Haus so langsam etwas nach links neigte, wurde vorne links eine Stütze unter das Haus gebaut, um das zu verhindern. Das Haus hält also eigentlich ganz am Baum, aber da der Baum noch lebt, neigt er sich auch gern zur einen oder anderen Seite - und das Haus wird schief. Mit der Stütze jedoch nicht mehr.

<a href=""http://hofkoh.de/wp-content/uploads/2015/11/IMG_5268.jpg""><img class=""aligncenter wp-image-197 size-large"" src=""http://hofkoh.de/wp-content/uploads/2015/11/IMG_5268-1024x348.jpg"" alt=""IMG_5268"" width=""840"" height=""285"" /></a>

Leider wird die Party nicht ganz so wie geplant, denn nach dem anfänglichen Sonnenschein setzt ein Gewitter ein. Auf dem folgenden Bild erkennt man sogar die einzelne Regentropfen:

<a href=""http://hofkoh.de/wp-content/uploads/2015/11/IMG_5257.jpg""><img class=""aligncenter wp-image-196 size-large"" src=""http://hofkoh.de/wp-content/uploads/2015/11/IMG_5257-1024x768.jpg"" alt=""IMG_5257"" width=""840"" height=""630"" /></a>

In der Ferne sehen auch die Wolken beeindruckend oder beängstigend aus:

<a href=""http://hofkoh.de/wp-content/uploads/2015/11/IMG_5265.jpg""><img class=""aligncenter wp-image-198 size-large"" src=""http://hofkoh.de/wp-content/uploads/2015/11/IMG_5265-1024x285.jpg"" alt=""IMG_5265"" width=""840"" height=""234"" /></a>

&nbsp;",2015-07-10,https://saiht.de/blog/2015/07/10/regenparty-hofkoh/,Leisure,Baumhaus|Gartenparty|Hofkoh
208,"Fortschritte Baumhausprojekt","Wieder einmal bekam ich Besuch von Schülern aus Scheeßel, um das Projekt Baumhaus der Vollendung näher zu bringen. Heutiges Ziel war das fehlende linke Geländer der Terrasse.

<a href=""http://hofkoh.de/wp-content/uploads/2015/11/IMGP2146.jpg""><img class=""aligncenter wp-image-222 size-large"" src=""http://hofkoh.de/wp-content/uploads/2015/11/IMGP2146-1024x665.jpg"" alt=""IMGP2146"" width=""840"" height=""546"" /></a>

Ein wenig sind wir vorwärts gekommen. Außerdem haben wir noch Holz für das Lagerfeuer geschlagen. Bei jenem war Joris nur geistig dabei, während uns jemand anderes Gesellschaft leistete.

<a href=""http://hofkoh.de/wp-content/uploads/2015/11/IMGP2151.jpg""><img class=""aligncenter wp-image-210 size-large"" src=""http://hofkoh.de/wp-content/uploads/2015/11/IMGP2151-1024x685.jpg"" alt=""IMGP2151"" width=""840"" height=""562"" /></a>

In den frühen Morgenstunden fiel dann auch der erste Schnee. Nachdem der Anfang des November eher frühlings-haft war meldete sich hiermit der Winter richtig an.

<a href=""http://hofkoh.de/wp-content/uploads/2015/11/IMGP2162.jpg""><img class=""aligncenter wp-image-212 size-large"" src=""http://hofkoh.de/wp-content/uploads/2015/11/IMGP2162-1024x685.jpg"" alt=""IMGP2162"" width=""840"" height=""562"" /></a>",2015-11-22,https://saiht.de/blog/2015/11/22/fortschritte-baumbausprojekt/,Hofkoh,Baumhaus
